"","X","CancerSite","Sex","Race","Year","rate.2.2018","se.2.2018","modrate.2.2018","rate.11.2018","se.11.2018","modrate.11.2018","rate.2.2019","se.2.2019","modrate.2.2019"
"184",184,"All Sites (Ages 0-19)","Both Sexes","White",2004,18.092725824,0.320431736,18.173337712,18.092171542,0.320422091,18.180278514,18.086762579,0.320376466,18.1622263
"185",185,"All Sites (Ages 0-19)","Both Sexes","White",2005,18.491421063,0.32728008,18.327070279,18.491569641,0.327282649,18.330058743,18.115841305,0.32063053,18.30640816
"186",186,"All Sites (Ages 0-19)","Both Sexes","White",2006,17.505811043,0.315423785,18.482103307,17.540412113,0.315740533,18.481072953,17.552070055,0.315848389,18.451734617
"187",187,"All Sites (Ages 0-19)","Both Sexes","White",2007,18.837721831,0.327286391,18.638447795,18.832266127,0.327092705,18.63333131,18.837595779,0.327136049,18.598214756
"188",188,"All Sites (Ages 0-19)","Both Sexes","White",2008,18.656879445,0.325805156,18.796114838,18.659149404,0.325695895,18.786844065,18.660265473,0.325566866,18.745857735
"189",189,"All Sites (Ages 0-19)","Both Sexes","White",2009,19.488063058,0.333920316,18.955115625,19.465842628,0.333588016,18.941621551,19.459251775,0.333377176,18.894672787
"190",190,"All Sites (Ages 0-19)","Both Sexes","White",2010,18.994292286,0.330980406,19.115461436,18.973420406,0.330664809,19.097674189,18.960863508,0.330395814,19.044669216
"191",191,"All Sites (Ages 0-19)","Both Sexes","White",2011,19.358217241,0.335195774,19.277163651,19.403653406,0.335428437,19.255012484,19.413272054,0.335344062,19.195856399
"192",192,"All Sites (Ages 0-19)","Both Sexes","White",2012,18.898601623,0.332734964,19.440233743,18.885394143,0.332448308,19.413647027,18.889097134,0.332307259,19.348243791
"193",193,"All Sites (Ages 0-19)","Both Sexes","White",2013,18.924111035,0.334515117,19.604683284,18.905855824,0.334138013,19.573588499,18.908929892,0.33398367,19.501840919
"194",194,"All Sites (Ages 0-19)","Both Sexes","White",2014,19.868113285,0.344380169,19.770523942,19.826129577,0.343651838,19.734847666,19.835716981,0.343455711,19.656657386
"195",195,"All Sites (Ages 0-19)","Both Sexes","White",2015,20.853889055,0.355083952,19.937767485,20.837839754,0.353733091,19.897435385,20.841122929,0.353480026,19.812702872
"196",196,"All Sites (Ages 0-19)","Both Sexes","White",2016,20.234433524,0.361316234,20.106425782,20.082039729,0.34979539,20.0613626,20.064758912,0.349160949,19.969987135
"197",197,"All Sites (Ages 0-19)","Both Sexes","White",2017,NA,NA,NA,NA,NA,NA,19.715962736,0.357574605,20.128520007
"198",198,"All Sites (Ages 0-19)","Both Sexes","Black",2000,10.592003295,0.556515176,11.825693822,10.592003295,0.556515176,11.838353129,10.62300287,0.557377892,11.826100477
"199",199,"All Sites (Ages 0-19)","Both Sexes","Black",2001,11.490850019,0.577183003,11.984699906,11.579879298,0.579468259,11.996063934,11.579879298,0.579468259,11.974761409
"200",200,"All Sites (Ages 0-19)","Both Sexes","Black",2002,12.356917415,0.596437128,12.145843956,12.38700484,0.59719553,12.155875765,12.38700484,0.59719553,12.125291095
"201",201,"All Sites (Ages 0-19)","Both Sexes","Black",2003,12.567400702,0.600415826,12.30915472,12.596799169,0.601135121,12.317816614,12.596799169,0.601135121,12.277713025
"202",202,"All Sites (Ages 0-19)","Both Sexes","Black",2004,13.15816709,0.612815636,12.474661329,13.15816709,0.612815636,12.481914842,13.15816709,0.612815636,12.432050988
"203",203,"All Sites (Ages 0-19)","Both Sexes","Black",2005,12.990500877,0.631652876,12.64239331,13.049826363,0.633044321,12.64819919,12.16160475,0.589932257,12.588329069
"204",204,"All Sites (Ages 0-19)","Both Sexes","Black",2006,12.220170557,0.590125646,12.812380583,12.220170557,0.590125646,12.816698782,12.247651495,0.590765165,12.746571655
"205",205,"All Sites (Ages 0-19)","Both Sexes","Black",2007,12.774828585,0.601213272,12.984653475,12.777493815,0.600677181,12.98744313,12.777493815,0.600677181,12.906803443
"206",206,"All Sites (Ages 0-19)","Both Sexes","Black",2008,14.558713736,0.640743641,13.159242715,14.470788306,0.638116345,13.160462137,14.447640165,0.637095264,13.069049436
"207",207,"All Sites (Ages 0-19)","Both Sexes","Black",2009,13.246093989,0.611342618,13.33617945,13.254229464,0.610414034,13.335786107,13.259514194,0.610013141,13.233334956
"208",208,"All Sites (Ages 0-19)","Both Sexes","Black",2010,13.28229525,0.612220502,13.515495243,13.236393842,0.610092563,13.513445748,13.210785716,0.608909292,13.39968564
"209",209,"All Sites (Ages 0-19)","Both Sexes","Black",2011,13.594924918,0.62373364,13.697222083,13.572289954,0.622014564,13.693472174,13.542893149,0.62065707,13.568127449
"210",210,"All Sites (Ages 0-19)","Both Sexes","Black",2012,15.116276377,0.661386771,13.881392389,14.996044658,0.657331472,13.875896916,14.989597378,0.65641704,13.738686668
"211",211,"All Sites (Ages 0-19)","Both Sexes","Black",2013,14.346260037,0.64697486,14.068039014,14.271765875,0.643586736,14.060751924,14.270394409,0.642869334,13.911389916
"212",212,"All Sites (Ages 0-19)","Both Sexes","Black",2014,14.483592205,0.655220074,14.257195256,14.406737825,0.650998425,14.248069576,14.406803667,0.650353802,14.086264143
"213",213,"All Sites (Ages 0-19)","Both Sexes","Black",2015,13.329147148,0.631428936,14.448894856,13.285812434,0.62719476,14.437882677,13.337063008,0.627519726,14.263336641
"214",214,"All Sites (Ages 0-19)","Both Sexes","Black",2016,13.605488492,0.657442249,14.643172015,13.980388393,0.648568708,14.630224472,13.888399415,0.644290748,14.442635043
"215",215,"All Sites (Ages 0-19)","Both Sexes","Black",2017,NA,NA,NA,NA,NA,NA,13.860636432,0.664257074,14.624187329
"216",216,"All Sites (Ages 0-19)","Male","All Races",2000,16.946973787,0.377670336,17.415234803,16.955387054,0.377764035,17.42315548,16.955387054,0.377764035,17.394580047
"217",217,"All Sites (Ages 0-19)","Male","All Races",2001,18.129550001,0.389684634,17.538193152,18.14638352,0.3898664,17.545316801,18.154878539,0.389958941,17.516213809
"218",218,"All Sites (Ages 0-19)","Male","All Races",2002,18.58391239,0.393685597,17.662019635,18.59234078,0.393775808,17.668334647,18.600715716,0.393864858,17.638698111
"219",219,"All Sites (Ages 0-19)","Male","All Races",2003,16.622703661,0.371527204,17.786720382,16.631090179,0.371622063,17.792215025,16.639401,0.371714981,17.762038899
"220",220,"All Sites (Ages 0-19)","Male","All Races",2004,17.979231784,0.38533605,17.912301564,17.987205495,0.385418541,17.916963982,17.987461732,0.385423927,17.886242163
"221",221,"All Sites (Ages 0-19)","Male","All Races",2005,18.291052467,0.393441144,18.038769399,18.324305877,0.393792324,18.042587609,17.854249613,0.383691217,18.011313934
"222",222,"All Sites (Ages 0-19)","Male","All Races",2006,17.306262383,0.377377657,18.166130146,17.338540996,0.37772271,18.169092037,17.355583537,0.377915226,18.137260285
"223",223,"All Sites (Ages 0-19)","Male","All Races",2007,18.426022426,0.388723114,18.294390109,18.426575331,0.388561942,18.296483443,18.426575331,0.388561942,18.264087331
"224",224,"All Sites (Ages 0-19)","Male","All Races",2008,18.932312801,0.393337208,18.423555638,18.929156506,0.393102506,18.424768045,18.931236112,0.392976467,18.391801231
"225",225,"All Sites (Ages 0-19)","Male","All Races",2009,18.846513013,0.393121856,18.553633126,18.822391447,0.392618755,18.553952107,18.842739951,0.392701809,18.520408187
"226",226,"All Sites (Ages 0-19)","Male","All Races",2010,18.79899359,0.393150767,18.684629011,18.754866448,0.392397013,18.684041934,18.742092135,0.392129919,18.649914442
"227",227,"All Sites (Ages 0-19)","Male","All Races",2011,18.363054859,0.389881792,18.816549779,18.376418537,0.389723602,18.815043878,18.388784685,0.389723284,18.780326286
"228",228,"All Sites (Ages 0-19)","Male","All Races",2012,18.7261913,0.395482474,18.949401958,18.659977488,0.394433523,18.946964333,18.672636314,0.394437054,18.911650051
"229",229,"All Sites (Ages 0-19)","Male","All Races",2013,18.712512257,0.396927376,19.083192126,18.695323614,0.39629461,19.07980974,18.674868311,0.395950225,19.043892114
"230",230,"All Sites (Ages 0-19)","Male","All Races",2014,19.419319872,0.406015069,19.217926905,19.348440039,0.404709057,19.213586583,19.365510328,0.404623683,19.177058896
"231",231,"All Sites (Ages 0-19)","Male","All Races",2015,19.711022397,0.411046963,19.353612963,19.675774058,0.409243163,19.348301395,19.67709599,0.409006109,19.311156864
"232",232,"All Sites (Ages 0-19)","Male","All Races",2016,19.474360465,0.419844325,19.490257018,19.627831381,0.410653772,19.48396075,19.643219312,0.410794607,19.446192528
"233",233,"All Sites (Ages 0-19)","Male","All Races",2017,NA,NA,NA,NA,NA,NA,19.38045255,0.419662595,19.582172445
"234",234,"All Sites (Ages 0-19)","Male","White",2000,18.665860366,0.456119201,18.839621684,18.68823188,0.456393435,18.872877851,18.68823188,0.456393435,18.842749837
"235",235,"All Sites (Ages 0-19)","Male","White",2001,19.565134734,0.466416436,18.952747364,19.576109994,0.466545548,18.981565904,19.587358613,0.466681133,18.951692132
"236",236,"All Sites (Ages 0-19)","Male","White",2002,20.063794503,0.471795242,19.066552326,20.063794503,0.471795242,19.090879886,20.063794503,0.471795242,19.061264293
"237",237,"All Sites (Ages 0-19)","Male","White",2003,17.601111026,0.44153548,19.181040649,17.61267217,0.441686866,19.200823403,17.623711936,0.441824812,19.171469963
"238",238,"All Sites (Ages 0-19)","Male","White",2004,19.278477114,0.461583649,19.296216437,19.289214697,0.461708524,19.311400079,19.289438741,0.461713788,19.282312805
"239",239,"All Sites (Ages 0-19)","Male","White",2005,19.459747859,0.468563063,19.412083817,19.481995524,0.468827074,19.422613561,19.087934607,0.459342224,19.393796501
"240",240,"All Sites (Ages 0-19)","Male","White",2006,18.93687592,0.457715484,19.528646942,18.992598432,0.458394284,19.534467517,19.004536786,0.458549718,19.505924758
"241",241,"All Sites (Ages 0-19)","Male","White",2007,20.035316697,0.47120589,19.64590999,20.051010131,0.471184219,19.646965635,20.039573868,0.471045759,19.618701302
"242",242,"All Sites (Ages 0-19)","Male","White",2008,19.84987239,0.469030247,19.763877163,19.844641817,0.468775489,19.760111624,19.849128756,0.468620188,19.732129881
"243",243,"All Sites (Ages 0-19)","Male","White",2009,20.43508598,0.477633217,19.882552691,20.417129597,0.477213173,19.873909216,20.42075196,0.477037411,19.846214265
"244",244,"All Sites (Ages 0-19)","Male","White",2010,20.253987681,0.477220823,20.001940826,20.215360733,0.476570048,19.988362164,20.195597163,0.476104277,19.960958246
"245",245,"All Sites (Ages 0-19)","Male","White",2011,19.524716589,0.470119912,20.122045846,19.600192282,0.470843508,20.10347424,19.626063987,0.470921472,20.076365636
"246",246,"All Sites (Ages 0-19)","Male","White",2012,19.881611763,0.476856422,20.242872058,19.853083383,0.476304847,20.219249242,19.843560664,0.475938991,20.192440273
"247",247,"All Sites (Ages 0-19)","Male","White",2013,19.758516556,0.477589226,20.364423791,19.749956829,0.477239867,20.335690987,19.739998626,0.476859781,20.309186013
"248",248,"All Sites (Ages 0-19)","Male","White",2014,20.641760942,0.490687132,20.486705402,20.57856426,0.489459774,20.452803314,20.579946957,0.489075748,20.426606737
"249",249,"All Sites (Ages 0-19)","Male","White",2015,21.062610348,0.498882647,20.609721273,21.024959472,0.49673215,20.570590087,21.039219803,0.496510309,20.544706348
"250",250,"All Sites (Ages 0-19)","Male","White",2016,20.995371675,0.514469048,20.733475814,20.880677738,0.498656099,20.689055188,20.839131021,0.497498517,20.663488769
"251",251,"All Sites (Ages 0-19)","Male","White",2017,NA,NA,NA,NA,NA,NA,20.703226172,0.5121712,20.78295795
"252",252,"All Sites (Ages 0-19)","Male","Black",2000,10.641328945,0.781069678,12.272584593,10.641328945,0.781069678,12.232642593,10.641328945,0.781069678,12.268995245
"253",253,"All Sites (Ages 0-19)","Male","Black",2001,11.786066561,0.819797661,12.421414297,11.845962825,0.821982826,12.389270837,11.845962825,0.821982826,12.408170483
"254",254,"All Sites (Ages 0-19)","Male","Black",2002,13.322194242,0.869732812,12.572048861,13.381190835,0.871731473,12.547904569,13.381190835,0.871731473,12.548924476
"255",255,"All Sites (Ages 0-19)","Male","Black",2003,12.935141823,0.853778452,12.724510171,12.935141823,0.853778452,12.708569466,12.935141823,0.853778452,12.691275133
"256",256,"All Sites (Ages 0-19)","Male","Black",2004,13.362309895,0.866957003,12.878820379,13.362309895,0.866957003,12.871291536,13.362309895,0.866957003,12.835240568
"257",257,"All Sites (Ages 0-19)","Male","Black",2005,13.205501922,0.89344868,13.035001909,13.322292469,0.897257243,13.03609712,12.416989993,0.836235533,12.980839096
"258",258,"All Sites (Ages 0-19)","Male","Black",2006,12.01134877,0.822199893,13.193077453,12.01134877,0.822199893,13.203012894,12.065421516,0.823976047,13.128089244
"259",259,"All Sites (Ages 0-19)","Male","Black",2007,12.704339888,0.838985756,13.35306998,12.680387142,0.837404111,13.372065878,12.680387142,0.837404111,13.277009746
"260",260,"All Sites (Ages 0-19)","Male","Black",2008,16.639604341,0.960643684,13.515002737,16.605756514,0.958698922,13.543283437,16.579688257,0.95719244,13.427619551
"261",261,"All Sites (Ages 0-19)","Male","Black",2009,13.359544561,0.861922419,13.678899254,13.313832721,0.85896472,13.716693286,13.347859472,0.859379965,13.579937822
"262",262,"All Sites (Ages 0-19)","Male","Black",2010,14.087406047,0.883415191,13.844783345,14.039380748,0.880375644,13.892323496,14.012934086,0.878714954,13.733983938
"263",263,"All Sites (Ages 0-19)","Male","Black",2011,13.650607541,0.876499067,14.012679113,13.60321935,0.873414265,14.070202497,13.572572421,0.87143293,13.8897775
"264",264,"All Sites (Ages 0-19)","Male","Black",2012,15.438694639,0.936682807,14.182610954,15.263771491,0.929417384,14.250359082,15.281518417,0.92876862,14.04733833
"265",265,"All Sites (Ages 0-19)","Male","Black",2013,14.365872861,0.907011976,14.35460356,14.306266703,0.903235862,14.432822414,14.27306145,0.90113085,14.206686476
"266",266,"All Sites (Ages 0-19)","Male","Black",2014,13.883555103,0.900347193,14.528681921,13.836424136,0.895275763,14.617622029,13.869750879,0.895592022,14.367842213
"267",267,"All Sites (Ages 0-19)","Male","Black",2015,13.998724248,0.907810543,14.704871331,13.921335788,0.900816971,14.80478784,13.941665077,0.900252096,14.530826044
"268",268,"All Sites (Ages 0-19)","Male","Black",2016,13.863399128,0.93123047,14.883197391,14.855265508,0.938022394,14.994350146,14.759899626,0.931998484,14.695658707
"269",269,"All Sites (Ages 0-19)","Male","Black",2017,NA,NA,NA,NA,NA,NA,13.566671507,0.91929754,14.862361175
"270",270,"All Sites (Ages 0-19)","Female","All Races",2000,15.332833644,0.36893558,15.143268832,15.332833644,0.36893558,15.166806542,15.359376231,0.369253898,15.186590038
"271",271,"All Sites (Ages 0-19)","Female","All Races",2001,16.082574519,0.376882893,15.325396226,16.09060011,0.376967363,15.344196767,16.099243288,0.377066436,15.356114187
"272",272,"All Sites (Ages 0-19)","Female","All Races",2002,15.604887239,0.370707267,15.509714057,15.614290086,0.370826028,15.52366174,15.623319652,0.370935946,15.527530692
"273",273,"All Sites (Ages 0-19)","Female","All Races",2003,15.233427335,0.365116055,15.696248671,15.242990283,0.365240344,15.705225727,15.25108615,0.365329817,15.700860677
"274",274,"All Sites (Ages 0-19)","Female","All Races",2004,15.902286347,0.371591339,15.885026727,15.89294291,0.371474661,15.888913277,15.89294291,0.371474661,15.876125502
"275",275,"All Sites (Ages 0-19)","Female","All Races",2005,16.396290267,0.381811339,16.076075209,16.396469451,0.38181545,16.074749228,15.978736313,0.371986067,16.053346764
"276",276,"All Sites (Ages 0-19)","Female","All Races",2006,15.335553507,0.364311077,16.269421422,15.336266005,0.364328537,16.262758707,15.35329262,0.364527433,16.232546304
"277",277,"All Sites (Ages 0-19)","Female","All Races",2007,16.425574858,0.376220582,16.465093001,16.419198447,0.375975503,16.452967135,16.419198447,0.375975503,16.413746204
"278",278,"All Sites (Ages 0-19)","Female","All Races",2008,16.25742399,0.373649183,16.663117912,16.248501206,0.373345521,16.645400232,16.246157188,0.373193637,16.596968793
"279",279,"All Sites (Ages 0-19)","Female","All Races",2009,17.336191769,0.38566862,16.863524461,17.30502963,0.385069806,16.840084017,17.292672143,0.38479473,16.782236651
"280",280,"All Sites (Ages 0-19)","Female","All Races",2010,16.261517863,0.374609597,17.066341289,16.270981055,0.374430295,17.037044814,16.259931692,0.374176,16.969572608
